stationReference,stationName,latitude,longitude,maxOnRecord,minOnRecord,typicalRangeHigh,typicalRangeLow
3635TH,"Hillingdon, Charville Lane",51.541775,-0.418198,2.363,0.11,2.55,0.162
3641,Rainfall station,52.738326,-1.320862,,,,
3642,Rainfall station,52.762972,-1.234524,,,,
3650TH,"Yeading, Brookside Road",51.518702,-0.391757,1.3639999999999999,0.094,2.34,0.115
3652,Rainfall station,52.836792,-1.251041,,,,
3660TH,Cranford Park,51.488753,-0.412558,1.2610000000000001,0.028,1.1,0.056
3680,Rainfall station,52.73152,-0.995167,,,,
3680TH,Marsh Farm,51.448604,-0.339937,0.9560000000000001,-0.017,1.55,0.018000000000000002
3683,Rainfall station,52.697431,-1.117291,,,,
3686,Rainfall station,52.544833,-1.031877,,,,
3687,Rainfall station,52.723063,-0.765859,,,,
3688,Rainfall station,52.6315,-1.077247,,,,
3695TH,Mogden GS,51.463986,-0.340257,,,,
3697TH,Crane Gates,51.465414,-0.322425,,,,
3766,Rainfall station,53.005795,-1.251101,,,,
3767,Rainfall station,53.022009,-1.417793,,,,
3771,Rainfall station,52.948025,-1.088386,,,,
3773,Rainfall station,53.032232,-1.050823,,,,
3774,Rainfall station,53.579885,-0.869434,,,,
3775,Rainfall station,53.07731,-1.190151,,,,
3778,Rainfall station,52.687955,-1.796533,,,,
3779,Rainfall station,53.591168,-0.7392,,,,
3781,Rainfall station,52.49028,-1.866665,,,,
3782,Rainfall station,,,,,,
380002TP,Rainfall station,51.571638,-0.289354,,,,
3803TH,Bury Farm FSA FD,51.627195,-0.287063,,,,
3804TH,Whetstone,51.623491,-0.185411,1.07,0.251,2,0.259
3806TH,North Finchley,51.614894,-0.189437,2.061,0.163,1.5,0.22
3815TH,Hampstead Suburb,51.584844,-0.180888,1.8439999999999999,0.772,2.391,0.799
3816,Rainfall station,53.130665,-1.23847,,,,
3820TH,Brent Cross,51.577539,-0.217549,1.379,0.056,1.135,0.075
3822TH,"Edgware, Deans Brook",51.617793,-0.26653,1.623,0.768,2.2,0.8170000000000001
3823TH,"Stanmore, Wolverton Road",51.610531,-0.313052,1.348,0.024,1,0.049
3826TH,Edgware Hospital,51.607093,-0.271414,2.121,0.243,2.68,0.61
3829TH,Colindale,51.591209,-0.244516,2.426,0.073,1.25,0.099
3838TH,Kenton Lane,51.587068,-0.307266,2.092,-0.43,0.75,0.112
3839TH,Wembley,51.562196,-0.27948,1.67,-0.003,2.22,0.066
3850TH,"Brent, Monks Park",51.551558,-0.267837,2.564,0.018000000000000002,1.8,0.049
3860,Rainfall station,53.407215,-1.191422,,,,
3861,Rainfall station,53.521199,-1.045964,,,,
3870TH,"Greenford, Costons Lane",51.527366,-0.344873,1.752,0.10200000000000001,1.105,0.127
3880TH,Hanwell,51.508638,-0.342569,2.725,0.771,3.489,0.842
3892TH,Brentford,51.48248,-0.312323,1.9809999999999999,,,
38_BRENT_RES,Brent Reservoir,51.570831,-0.245027,,,,
3901,Rainfall station,53.305797,-1.088289,,,,
3996,Rainfall station,52.897989,-0.911045,,,,
3998,Rainfall station,53.396184,-0.931457,,,,
3999,Rainfall station,52.564065,-1.199634,,,,
4001,Yorkshire Bridge,53.362304,-1.703631,2.8040000000000003,0.01,1.6,0.302
4002,Hamstall Ridware,52.770034,-1.840172,1.298,0.069,0.8,0.101
4003,Water Orton,52.52039,-1.751178,3.429,0.079,1.436,0.27
4006,Great Haywood,52.805262,-2.011076,3.283,0.6920000000000001,1.502,0.803
4007,Shardlow,52.865431,-1.335368,3.455,0.317,1.7000000000000002,0.41300000000000003
4008,Rocester,52.95455,-1.833986,2.091,0.076,0.671,0.167
4009,Colwick,52.952707,-1.07772,5.496,0.758,3.6,1.014
4011,Matlock,53.124099,-1.557929,5.181,0.07100000000000001,2.5,0.28500000000000003
4012,Kings Bromley,52.75692,-1.805399,2.678,0.08600000000000001,1.521,0.583
4014,Milford,52.791503,-2.038506,2.866,0.005,1.986,0.30000000000000004
4015,Mattersey,53.397737,-0.964956,2.807,0.294,2.7,0.548
4018,Marston on Dove,52.855534,-1.648727,2.698,0.026000000000000002,1.75,0.492
4019,Drakelow,52.780647,-1.647106,3.797,0.812,2.038,1.018
4022,North Muskham,53.131855,-0.803653,3.9530000000000003,0.614,3.3,0.798
4023,Ashford in the Water,53.223665,-1.727504,1.5630000000000002,0.221,0.75,0.267
4024,Syston,52.706226,-1.091508,3.834,1.298,2.773,1.427
4026,Polesworth,52.627897,-1.613026,2.567,0.002,0.7030000000000001,0.122
4031,Ilam,53.053456,-1.793028,2.806,0.021,0.524,0.095
4032,Church Warsop,53.206134,-1.165417,1.42,0.11,0.41000000000000003,0.15
4033,Hollinsclough LVL,53.198546,-1.906769,,,,
4036,Twyford Bridge,53.26962,-0.952008,2.815,0.294,1.42,0.162
4037,Mytham Bridge,53.335557,-1.683843,4.411,0.6930000000000001,3.2,0.777
4039,Calthorpe Park,52.460104,-1.897221,2.503,0.11,0.41600000000000004,0.08700000000000001
4040,Bucknall,53.017569,-2.162134,2.511,0.03,0.388,0.067
4040TH,Motspur Park,51.393329,-0.241392,1.877,0.77,2.13,0.912
4041,Waterhouses,53.04899,-1.879122,3.06,0.084,0.466,0.11900000000000001
4043,Chatsworth,53.211297,-1.610938,5.166,0.962,3.3,1.037
4044,Cuckney LVL,53.2366,-1.145421,,,,
4045TH,North Cheam,51.374843,-0.208335,2.915,0.7030000000000001,2.39,0.734
4046,Izaak Walton,53.055864,-1.782274,1.607,0.196,0.59,0.271
4048,Wingfield Park,53.072731,-1.441438,2.864,0.084,2,0.223
4049,Worksop,53.309224,-1.138194,2.189,0.09,1.05,0.149
4050,Auckley LVL,53.503749,-1.027736,,,,
4050TH,Morden Park,51.391152,-0.216322,2.399,0.279,1.76,0.459
4052,Great Bridgford,52.839744,-2.174088,1.381,0.079,0.539,0.223
4053,Penkridge,52.727805,-2.117669,2.495,0.1,0.756,0.217
4055,Duffield,52.998306,-1.525391,1.879,0.084,0.9,0.14200000000000002
4056,Rothley,52.7031,-1.142483,2.217,0.098,1.25,0.15
4058,Ashbourne,53.013888,-1.738962,1.963,0.068,0.35100000000000003,0.147
4060,Lowdham,53.024857,-1.028024,1.2429999999999999,0.058,0.75,0.098
4061,Basford Bridge,53.06433,-2.026812,2.673,0.14,1.078,0.257
4063TH,,,,,,,
4064,Scotter,53.498488,-0.664311,2.8200000000000003,0.082,1.75,0.094
4066,Bacons End,52.484208,-1.731944,1.964,0.082,0.385,0.129
4067,Church Wilne,52.880685,-1.346428,2.515,0.341,1.6,0.492
4069,Tamworth,52.631289,-1.697508,2.733,0.06,1.296,0.08
4070TH,New Malden,51.410502,-0.247204,2.459,0.338,2.4,0.779
4071,Farndon,53.062491,-0.852881,2.76,0.16,0.91,0.22
4072,Southwell,53.077901,-0.934277,1.9969999999999999,0.097,1.05,0.135
4074,Kegworth,52.831898,-1.273539,1.312,0.324,1.006,0.41200000000000003
4078,Doveridge,52.902503,-1.834928,2.925,0.435,1.405,0.67
4079,Shallowford,52.858989,-2.187087,1.295,0.109,1.2,0.154
4080,Lea Marston,52.541117,-1.695622,1.994,0.185,0.799,0.302
4080TH,Wimbledon Common,51.431619,-0.25215,1.8679999999999999,0,1.6099999999999999,0.1
4081,Bescot,52.560205,-1.983428,3.5060000000000002,0.36,1.2469999999999999,0.318
4082,Littlethorpe,52.571268,-1.201273,2.638,0.279,2.132,0.464
4083,Darlaston,52.916247,-2.171867,2.94,0.594,1.486,0.47100000000000003
4084,Sandwell LVL,52.531656,-1.958157,,,,
4085,Derby City,52.92726,-1.475443,3.349,0.49,2,0.583
4086,South Wigston,52.573856,-1.13453,2.761,0.524,1.607,0.6000000000000001
4087,Perry Park,52.524933,-1.911514,3.387,0.265,0.868,0.41000000000000003
4087TH,Arabella Drive,51.465498,-0.253664,,,,
4088,Blacktoft TL,53.707031,-0.725316,,,,
4091,Blyth,53.377166,-1.053244,2.317,0.26,1.6,0.422
4091TH,Barnes,51.47009,-0.245065,1.8359999999999999,0.511,2.14,0.897
4093,Pillings Lock,52.758541,-1.164067,2.254,0.649,1.1440000000000001,0.935
4094,Castle Farm,52.496238,-1.688419,2.337,0.376,1.275,0.617
4095,Hopwas,52.643962,-1.73394,3.208,0.252,2.1,0.418
4098,Keadby,53.591975,-0.738178,7.23,-0.20700000000000002,6.6,0.612
4099,Gainsborough,53.392687,-0.776833,5.675,0.34400000000000003,5,1.29
4101,Sheepwash,52.523665,-2.039788,2.83,0.215,2.66,0.28600000000000003
4103,Rainfall station,53.114911,-2.223306,,,,
4105,Park Hill,52.558696,-1.999094,2.7279999999999998,0.14400000000000002,2.16,0.203
4115,Mansfield The Dykes,53.166753,-1.164236,1.634,0.186,1,0.246
4116,Whitewater Bridge,53.226502,-1.008036,1.423,0.107,0.8,0.244
4117,Whatstandwell LVL,53.087267,-1.506572,,,,
4118,Perlethorpe,53.233981,-1.032134,1.3820000000000001,0.113,0.47000000000000003,0.17500000000000002
4119,Froghall,53.023087,-1.968659,2.98,0,2.1,0.02
4121,Upper Tean,52.953586,-1.989532,1.9340000000000002,0.034,0.4,0.039
4122,Mayfield,52.999734,-1.762306,2.982,0.084,2.1,0.241
4123,Mancetter,52.567357,-1.52579,2.15,0.361,1.7000000000000002,0.455
4124,Aston Bridge,52.877141,-1.759128,3.545,0.298,1.5550000000000002,0.384
4125,Marchington,52.874007,-1.799498,1.7890000000000001,0.10300000000000001,1.2,0.134
4126,Clifton Bridge,52.92478,-1.166968,5.392,0.652,2.9,0.86
4127,Cranfleet Lock LVL,52.879472,-1.254839,,,,
4129,Cheswick Green,52.376154,-1.814434,1.725,0.177,0.545,0.187
4131,Willington,52.848235,-1.562071,3.709,0.107,2.35,0.858
4139TH,Waddon Ponds,51.371312,-0.120688,0.427,-0.246,0.32,0
4142,Quixhill,52.976338,-1.86056,2.829,0.209,0.79,0.255
4143,Leek,53.1201,-2.012802,1.67,0.055,0.505,0.183
4145,Sharnford,52.522794,-1.29766,1.746,0.08,1,0.13
4146,Pinxton,53.0832,-1.32769,2.52,0.037,1,0.07200000000000001
4147,Anslow,52.839223,-1.665782,1.9969999999999999,0.289,1,0.303
4148,Egginton,52.854343,-1.601779,2.201,0.135,1.52,0.159
4149,Nuneaton,52.520949,-1.440825,1.999,0.17300000000000001,1.72,0.34800000000000003
4150TH,Beddington Park,51.373583,-0.138986,1.826,0.029,1.6,0.065
4151TH,River Wandle at Beddington Park FD,51.370858,-0.151524,,,,
4152,Newcastle Under Lyme,53.008317,-2.228776,,,,
4153,Hints,52.620739,-1.76228,2.282,0.888,1.5,0.961
4155,Colston Bassett,52.896019,-0.962231,2.909,0.464,1.7000000000000002,0.492
4158,Glenfield,52.648317,-1.215391,2.411,0.6900000000000001,1.15,0.76
4159,Blythe Bridge,52.970005,-2.073464,1.661,0.20500000000000002,0.9400000000000001,0.261
4159TH,Carshalton Ponds,51.367034,-0.162812,0.5660000000000001,-0.126,0.425,0.047
4161,Great Glen,52.574167,-1.035067,3.14,0.76,1.22,0.77
4163,Day Brook,52.986245,-1.163701,1.3639999999999999,0.015,0.9500000000000001,0.033
4164,Ordsall,53.308371,-0.942655,1.653,0.056,0.85,0.19
4165,Brookhouse Farm,53.083974,-2.178955,1.5470000000000002,0.149,0.9500000000000001,0.189
4165TH,Hackbridge,51.377064,-0.160112,2.02,1.176,1.935,1.272
4166,Sutton Mill,52.899788,-1.657587,1.775,0.511,1.5,0.578
4167,Packington,52.726224,-1.468529,2.1,0.14400000000000002,1.2,0.17300000000000001
4168,Horsebottoms,52.893044,-1.72631,2.209,0.249,1.8,0.274
4169,Hoar Cross,52.780092,-1.792694,1.9100000000000001,0.159,1.4,0.189
4170,Deepmore Farm,52.671341,-2.108289,1.9689999999999999,0.113,0.91,0.186
4171,Croxall LVL,52.731408,-1.705184,,,,
4171TH,,,,,,,
4172,Solihull Lodge,52.397668,-1.853805,1.929,0.151,0.418,0.162
4173,Temple Mill,52.62825,-1.47564,1.788,0.17,1.25,0.23500000000000001
4173TH,River Wandle at Ravensbury Mill ,51.398338,-0.183625,,,,
4174,Freemans Weir,52.619792,-1.146475,0.5680000000000001,0.05,0.47000000000000003,0.17300000000000001
417417TP,Rainfall station,51.466604,-0.571144,,,,
4175,Clifton Hall,52.698639,-1.610921,2.3529999999999998,0.082,1.48,0.11800000000000001
4175TH,River Wandle at Morden Hall,51.402267,-0.187639,,,,
4176,Cannock,52.682553,-2.025244,2.357,0.019,2.2,0.132
4177,Coven,52.662979,-2.143695,2.483,0.166,1.33,0.229
4177TH,River Wandle at Merton Abbey,51.41336,-0.183893,,,,
4179,Knypersley,53.08361,-2.1565,1.238,0.298,1.24,0.334
4180,Leasows Farm,52.910637,-1.862124,1.741,0.011,1.8,0.066
4180_w1TH,Wandle Park Main Channel,51.419659,-0.18127,1.9969999999999999,0.07100000000000001,0.535,0.214
4180_w2TH,Wandle Park Side Channel,51.419659,-0.18127,1.164,-0.044,1.7000000000000002,0.058
4181,Adderley (Cheadle) LVL,52.991475,-2.013285,,,,
4182,Astonfields,52.817973,-2.113758,1.5550000000000002,0.046,0.84,0.10400000000000001
4182TH,Thornton Heath,51.394765,-0.097302,2.531,0.93,2.335,0.9580000000000001
4183,Flint Mill,53.070627,-2.041308,3.37,0.022,1.9,0.059000000000000004
4186,Shipley Gate,53.003454,-1.310004,3.079,0.882,2.8,0.964
4186TH,Abercairn Road,51.416099,-0.143444,2.868,0.753,2.7,0.834
4187,Oxton Dumble,53.052096,-1.067469,,,,
4188,Cheadle LVL,52.995269,-1.986021,,,,
4188TH,Graveney at Robinson Road ,51.422024,-0.174344,,,,
4189,Gunthorpe LVL,52.986363,-0.977571,,,,
4189TH,Longley Road,51.421965,-0.173411,2.873,-0.437,2.75,0.054
4190,Smithy Houses,53.019889,-1.425573,1.45,0.33,0.47000000000000003,0.35000000000000003
4191,Wensor Bridge FLOW,53.003783,-0.829178,,,,
4192,Melton Park,52.762225,-0.889833,2.49,0.47000000000000003,1.26,0.77
4192TH,Summerstown,51.428571,-0.187677,3.11,0.486,3.485,0.853
4193,Brentingby Dam GATE,52.760041,-0.853952,,,,
4195,Whetstone,52.553447,-1.171951,1.447,0.07100000000000001,1.1,0.088
4196,Shepshed,52.78322,-1.279553,2.186,0.47500000000000003,1.6,0.529
4197,Buxton,53.2536,-1.904027,1.795,0.092,1.16,0.16
4198,Woolsthorpe,52.899642,-0.758767,2.168,0.46,0.8200000000000001,0.51
4200,Walsall,52.568845,-1.992912,2.48,0.003,1.34,0.108
4202,Marefield,52.675277,-0.888192,,,,
4203,Bulwell,53.009557,-1.190048,1.577,0.147,1.1,0.23800000000000002
4204,Whitwick,52.739499,-1.353725,2.808,0.1,1.25,0.131
4205,Loughborough,52.765357,-1.214327,1.103,0.011,0.5,0.026000000000000002
4206,Selly Park,52.435233,-1.913503,1.8170000000000002,0,1.1,0
4207,Lowdham Grange,53.010442,-1.024175,1.5390000000000001,0.07200000000000001,0.6000000000000001,0.10300000000000001
4208,Carlton,52.969773,-1.07353,,,,
4249,Stafford,52.790235,-2.119721,0.894,0.051000000000000004,0.6000000000000001,0.061
4252,Lisle Street LVL,52.777609,-1.21547,,,,
4259,Agnes Meadow,53.023273,-1.680181,1.657,0.052000000000000005,0.9,0.083
43102,Rainfall station,51.067961,-2.063451,,,,
43103,Rainfall station,51.164146,-1.894828,,,,
43104,Rainfall station,51.220377,-1.669896,,,,
43105,Rainfall station,51.358394,-1.927417,,,,
43108,Tisbury,51.061485,-2.080366,2.9210000000000003,0.505,1.2,0.53
4310TH,Hayes Lane,51.392901,0.019484,1.045,-0.735,1.8,0
4314TH,Magpie Hall Lane,51.385199,0.047688,1.892,0.917,1.6,0.924
4317TH,Bishops Avenue,51.401378,0.028483,2.237,0.317,2,0.427
4319TH,Bromley South,51.400276,0.019377,0.92,0.029,1.85,0.052000000000000005
43200,Rainfall station,51.044768,-2.4129,,,,
43201,Rainfall station,51.085428,-2.353299,,,,
43202,Rainfall station,50.896473,-2.390258,,,,
43203,Rainfall station,51.03167,-2.281587,,,,
43204,Rainfall station,50.864669,-2.139905,,,,
43205,Rainfall station,50.755028,-1.936857,,,,
43206,Rainfall station,50.755798,-1.814938,,,,
43208,Lodden Bridge,51.034216,-2.265615,3.463,0.005,1.82,0.089
4320TH,Bromley,51.394835,0.016838,0.885,0,0.35000000000000003,0.034
43210,Blandford,50.853069,-2.167089,2.782,0.293,1.1,0.388
43228,Rainfall station,50.968057,-2.158729,,,,
4326TH,Beckenham Park,51.422952,-0.007672,1.48,0.168,1.979,0.47100000000000003
4335TH,Upper Elmers End,51.391876,-0.03662,1.6720000000000002,-0.089,1.27,0.02
4345TH,Beckenham,51.406058,-0.024366,1.537,0.321,0.9500000000000001,0.418
4369TH,Winsford Road,51.435695,-0.027404,0.886,0.036000000000000004,1.35,0.07100000000000001
4370TH,Catford Hill,51.441442,-0.026869,1.204,0.046,2.1,0.07100000000000001
4372TH,Kydbrook Close,51.382923,0.075811,1.795,0.40700000000000003,1.2,0.468
4378TH,Eynsford Close,51.383249,0.072664,1.7610000000000001,-0.031,1.2,0.046
4380TH,Hazelmere Road,51.39528,0.078815,2.609,-0.023,1.2,0.14100000000000001
4381TH,Gosshill Road,51.403702,0.060218,2.296,-0.06,1.45,0.033
4382TH,Woodlands Road,51.405031,0.056251,2.451,0.789,2.4,1.039
4383TH,Lower Camden,51.411956,0.051097,1.592,0.663,2.21,0.833
4384TH,Oakbrook Close FD,51.428299,0.023993,,,,
4386TH,Chinbrook Park,51.431438,0.027081,0.754,0.009000000000000001,0.96,0.035
4387TH,Eltham Palace Road FD,51.45198,0.032669,,,,
4389TH,Manor House Gardens,51.45563,0.00613,1.078,0.013000000000000001,1,0.028
4391TH,Mottingham Lane FD,51.442857,0.029817,,,,
44100,Rainfall station,50.778033,-2.848812,,,,
44101,Rainfall station,50.800366,-2.738533,,,,
44103,Rainfall station,50.707087,-2.698828,,,,
44104,Rainfall station,50.671274,-2.491689,,,,
44107,Netherbury,50.789421,-2.750022,3.136,0,1.73,0.276
44113,Upwey Culvert,50.665978,-2.480781,1.025,0,0.26,0
44115,Charmouth,50.739791,-2.891657,3.759,0.003,1.13,0.047
44132,Rainfall station,50.658982,-2.415165,,,,
44200,Rainfall station,50.837132,-2.59994,,,,
44201,Rainfall station,50.613852,-1.958246,,,,
44213,Rainfall station,50.825864,-2.686403,,,,
44214,Rainfall station,50.842091,-2.502005,,,,
44215,Rainfall station,50.743404,-2.638425,,,,
4427,Sandiacre,52.921584,-1.283492,2.24,0.01,1.3,0.13
4435,Lenton,52.948176,-1.183337,1.616,0.016,1,0.08
45100,Rainfall station,51.161592,-3.769689,,,,
45102,Rainfall station,51.129849,-3.534087,,,,
45108,Rainfall station,50.884946,-3.487642,,,,
45113,Rainfall station,50.775637,-3.719618,,,,
45115,Rainfall station,50.601997,-3.530985,,,,
45158,Rainfall station,51.06991,-3.643436,,,,
45164,Rainfall station,50.614674,-3.380154,,,,
45166,Rainfall station,50.859966,-3.239613,,,,
45167,Rainfall station,50.908664,-3.226683,,,,
45168,Rainfall station,50.973456,-3.383642,,,,
45169,Rainfall station,50.80015,-3.436698,,,,
45183,Rainfall station,51.114443,-3.795033,,,,
45184,Rainfall station,50.728619,-3.475599,,,,
45185,Rainfall station,51.046267,-3.459994,,,,
45186,Rainfall station,50.67998,-3.408962,,,,
45204,Rainfall station,50.816541,-3.085152,,,,
45208,Rainfall station,50.850579,-2.888483,,,,
45213,East Budleigh Brookfield Road,50.652217,-3.320001,1.461,0.37,1.45,0.496
45215,Honiton,50.796646,-3.183491,2.2560000000000002,0.042,0.75,0.062
45230,Rainfall station,50.753667,-3.256649,,,,
45231,Rainfall station,50.76725,-2.963477,,,,
45232,Rainfall station,50.882121,-3.092361,,,,
45236,Rainfall station,50.776987,-3.176428,,,,
45268,Rainfall station,50.701123,-3.117886,,,,
4535,Uttoxeter Park,52.897211,-1.882427,1.482,0.249,0.6900000000000001,0.257
4610,Trowell,52.944125,-1.27239,1.303,0.302,1,0.305
46100,Rainfall station,50.390977,-3.70144,,,,
46101,Rainfall station,50.393238,-3.731066,,,,
46103,Rainfall station,50.47913,-3.760983,,,,
46104,Rainfall station,50.53756,-3.702476,,,,
46106,Rainfall station,50.548234,-3.940001,,,,
46107,Rainfall station,50.58221,-3.897607,,,,
46108,Rainfall station,50.641897,-3.877381,,,,
46109,Dakyn Road LVL,52.637658,-1.059015,,,,
46115,Ashburton Lower,50.5162,-3.757538,1.5430000000000001,0.018000000000000002,0.9500000000000001,0.117
46116,Ashburton Upper,50.521452,-3.756985,1.133,0,0.8300000000000001,0.023
46120,Palmers Dam,50.390648,-3.72194,5.276,0.51,1.25,0.654
46151,Rainfall station,50.26339,-3.811942,,,,
4615TH,"Luton, Toddington Road",51.908463,-0.46427,,,,
46160,Rainfall station,50.473478,-3.89184,,,,
46161,Rainfall station,50.384444,-3.523968,,,,
46167,Rainfall station,50.592206,-3.717163,,,,
46168,Rainfall station,50.680022,-3.738768,,,,
46169,Rainfall station,50.516559,-3.841369,,,,
4625TH,"Luton, Stockingstone Road",51.896722,-0.419615,1.2850000000000001,-0.043000000000000003,2.5,0.013000000000000001
463589,Rainfall station,51.758734,-2.612081,,,,
4641TH,Luton East Hyde,51.851486,-0.376103,1.978,1.055,1.6,1.072
4650TH,Harpenden,51.830547,-0.347917,1.633,-0.083,1.3,0.6980000000000001
46839,Newtown Linford,52.683384,-1.230147,2.482,0.934,1.4,0.9500000000000001
4690TH,Waterhall,51.773132,-0.117522,1.155,0.045,0.6000000000000001,0.12
4703,Broadeye Bridge,52.807006,-2.123061,2.536,0.28,2,0.337
4710,Field Mill,53.137597,-1.198884,1.661,0.5720000000000001,1.4,0.602
47101,Rainfall station,50.804076,-4.356504,,,,
47105,Rainfall station,50.686858,-4.234529,,,,
47106,Rainfall station,50.562235,-4.481386,,,,
47108,Rainfall station,50.586706,-4.106872,,,,
47112,Rainfall station,50.440912,-4.010253,,,,
47113,Rainfall station,50.418385,-3.960029,,,,
47144,Rainfall station,50.677206,-4.612016,,,,
47155,Rainfall station,50.416367,-4.126049,,,,
47156,Rainfall station,50.700026,-4.056719,,,,
47157,Rainfall station,50.431628,-4.270363,,,,
47158,Rainfall station,50.771514,-4.228634,,,,
47159,Rainfall station,50.644847,-4.529589,,,,
47160,Rainfall station,50.877791,-4.488167,,,,
47161,Rainfall station,50.516447,-4.209541,,,,
47163,Rainfall station,50.366737,-4.230702,,,,
47164,Rainfall station,50.501188,-4.060758,,,,
47166,Rainfall station,50.549928,-3.999359,,,,
47167,Rainfall station,50.377366,-3.992093,,,,
47168,Rainfall station,50.660116,-4.359193,,,,
47170,Rainfall station,50.546683,-4.319646,,,,
47176,Rainfall station,50.584943,-4.054524,,,,
4729,Scalford Dam,52.777175,-0.87826,,,,
4730TH,Whitwell,51.876889,-0.28128,0.28200000000000003,-0.114,0.5,0.021
4741,Pillings GATE,52.758038,-1.162817,,,,
475212_TG_354,Rainfall station,52.205774,-2.572843,,,,
4761,Spinney Hill Park LVL,52.635449,-1.104604,,,,
4770TH,Fulling Mill,51.837638,-0.221289,0.548,-0.457,0.66,-0.136
4790TH,Panshanger,51.803418,-0.141267,1.284,0.224,1.07,0.312
48100,Rainfall station,50.127328,-5.568494,,,,
48102,Rainfall station,50.223298,-5.305022,,,,
48103,Rainfall station,50.1602,-5.114418,,,,
48105,Rainfall station,50.303659,-5.098505,,,,
48106,Rainfall station,50.390633,-4.752406,,,,
48148,Rainfall station,50.171774,-5.437334,,,,
4815,"Liverpool Road, Stoke-On-Trent",53.007835,-2.185525,2.357,0,1,0.03
48155,Rainfall station,50.593242,-4.743017,,,,
48157,Rainfall station,50.286686,-4.810984,,,,
48159,Rainfall station,50.222785,-5.161963,,,,
4815TH,Walkern,51.919973,-0.123165,1.494,-0.083,1.225,-0.07
48169,Rainfall station,50.191057,-5.514391,,,,
48170,Rainfall station,50.131262,-5.251088,,,,
48171,Rainfall station,50.035296,-5.208282,,,,
48180,Rainfall station,50.382625,-4.896844,,,,
48181,Rainfall station,50.339136,-4.836569,,,,
48182,Rainfall station,50.249425,-5.040268,,,,
48192,Rainfall station,50.238386,-5.248557,,,,
48199,Rainfall station,50.356962,-4.730773,,,,
4821,Ogston Comp LVL,53.134236,-1.430342,,,,
4827TH,Bragbury Park,51.874477,-0.149495,1.009,0.033,0.8,0.053
4832TH,Watton at Stone,51.861312,-0.11775,1.554,0.20800000000000002,1.3,0.28
4843,Hanford Bridge,52.981564,-2.19971,2.325,0.248,1.9100000000000001,0.335
4863,Cresswell,52.948907,-2.036414,1.8599999999999999,0.113,0.92,0.357
4868TH,Dane End,51.875292,-0.062702,1.772,0.547,1.4,0.6920000000000001
4878,Brookvale Road,52.515925,-1.880351,3.652,0.222,2,0.324
4883,Belper LVL,53.029381,-1.486357,,,,
4890TH,"Hertford, Hartham Park",51.801234,-0.079759,1.537,0.098,0.8,0.127
4895,Wallgrange,53.079153,-2.052945,2.279,0.037,1.88,0.068
4896,Swans Barn,52.507787,-1.704544,2.83,0.718,1.9,0.75
4898,Hatton,52.861553,-1.678994,3.773,0.289,2.48,0.387
490001TP,Rainfall station,51.903913,0.021245,,,,
49101,Rainfall station,50.481782,-4.701312,,,,
49102,Rainfall station,50.382424,-4.56061,,,,
49104,Rainfall station,50.509966,-4.568918,,,,
49105,Rainfall station,50.558792,-4.637937,,,,
49106,Rainfall station,50.639798,-4.675005,,,,
49108,Rainfall station,50.733448,-4.549952,,,,
4912TH,Buntingford,51.946826,-0.016987,1.584,0.053,1.92,0.061
49147,Rainfall station,50.391624,-5.071876,,,,
49149,Rainfall station,50.679797,-4.695684,,,,
49151,Rainfall station,50.480775,-4.463019,,,,
49162,Rainfall station,50.438007,-4.948114,,,,
49171,Rainfall station,50.419841,-4.409173,,,,
49172,Rainfall station,50.589351,-4.830395,,,,
4939TH,Braughing,51.904243,0.020897,1.654,0.027,1.1,0.062
4980TH,Wadesmill,51.839044,-0.027533,1.986,0.053,2,0.128
50101,Rainfall station,50.975364,-4.291091,,,,
50103,Rainfall station,50.880864,-4.152815,,,,
50105,Rainfall station,50.703195,-3.977548,,,,
50106,Rainfall station,50.737466,-3.91805,,,,
50108,Rainfall station,50.925011,-3.713738,,,,
50109,Rainfall station,50.985116,-3.661811,,,,
50110,Rainfall station,51.016891,-3.822629,,,,
50111,Rainfall station,51.163435,-3.937101,,,,
50112,Rainfall station,51.219415,-3.751859,,,,
50126,Coney Gut,51.073179,-4.041276,2.967,0.304,0.8150000000000001,0.47400000000000003
50137,Portmarsh Lane,51.074943,-4.050919,2.95,0,0.5,0.064
50139,Swimbridge,51.053143,-3.969407,1.178,0,0.59,0.049
5016TH,Furneux Pelham,51.930418,0.086394,1.6920000000000002,0.10400000000000001,1.43,0.13
50187,Rainfall station,50.909721,-4.380331,,,,
50188,Rainfall station,51.178491,-4.106562,,,,
50194,Rainfall station,51.024089,-4.236452,,,,
50199,Rainfall station,50.873373,-3.798545,,,,
5039TH,Little Hadham,51.884165,0.09127,1.9729999999999999,-0.171,0.8200000000000001,-0.097
5080TH,Mardock,51.814817,0.020302,1.6099999999999999,0.059000000000000004,0.8,0.095
510001,Rainfall station,51.838464,0.162023,,,,
51102,Rainfall station,51.117739,-3.349372,,,,
51111,Williton,51.159618,-3.320133,1.6179999999999999,0,0.5,0.024
51124,Rainfall station,51.207152,-3.536655,,,,
51125,Rainfall station,51.193548,-3.612054,,,,
51126,Rainfall station,51.124753,-3.200962,,,,
51127,Rainfall station,51.163886,-3.611019,,,,
5112TH,Clavering,51.965459,0.146003,2.333,-0.27,1.3,0.027
